2018-07-26 21:20:59,752 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 498; Parsing inputs
2018-07-26 21:21:02,797 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 855; centrePoint = (-9.09941026363993,3.49885,-10.456193596973272)
2018-07-26 21:21:02,806 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 885; extentToEntity before setPositionByPlaneAndOffsets - True
2018-07-26 21:21:02,816 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 887; extentToEntity after setPositionByPlaneAndOffsets - True
2018-07-26 21:21:02,824 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; 889; hole added to list - (-9.09941026363993,3.49885,-10.456193596973272)
2018-07-26 21:21:02,926 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 796; Processing Face = 60
2018-07-26 21:21:02,935 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 810; Processing edge - 233
2018-07-26 21:21:02,946 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 832; extentToEntity - True
2018-07-26 21:21:02,955 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 214 added to adjacent edge list
2018-07-26 21:21:02,964 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 215 added to adjacent edge list
2018-07-26 21:21:02,976 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 855; centrePoint = (-9.09941026363993,3.6576,-9.000206403026729)
2018-07-26 21:21:02,986 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 885; extentToEntity before setPositionByPlaneAndOffsets - True
2018-07-26 21:21:02,995 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 887; extentToEntity after setPositionByPlaneAndOffsets - True
2018-07-26 21:21:03,005 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; 889; hole added to list - (-9.09941026363993,3.6576,-9.000206403026729)
2018-07-26 21:21:03,281 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 810; Processing edge - 278
2018-07-26 21:21:03,294 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 832; extentToEntity - True
2018-07-26 21:21:03,305 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 221 added to adjacent edge list
2018-07-26 21:21:03,315 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 222 added to adjacent edge list
2018-07-26 21:21:03,326 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 855; centrePoint = (-12.175206403026705,3.6576,23.122606403026733)
2018-07-26 21:21:03,335 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 885; extentToEntity before setPositionByPlaneAndOffsets - True
2018-07-26 21:21:03,345 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 887; extentToEntity after setPositionByPlaneAndOffsets - True
2018-07-26 21:21:03,354 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; 889; hole added to list - (-12.175206403026705,3.6576,23.122606403026733)
2018-07-26 21:21:03,461 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 810; Processing edge - 276
2018-07-26 21:21:03,470 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 813; Revalidating face
2018-07-26 21:21:03,486 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 832; extentToEntity - True
2018-07-26 21:21:03,499 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 220 added to adjacent edge list
2018-07-26 21:21:03,510 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 221 added to adjacent edge list
2018-07-26 21:21:03,521 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 855; centrePoint = (-13.631193596973247,3.6576,23.122606403026733)
2018-07-26 21:21:03,531 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 885; extentToEntity before setPositionByPlaneAndOffsets - True
2018-07-26 21:21:03,540 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 887; extentToEntity after setPositionByPlaneAndOffsets - True
2018-07-26 21:21:03,550 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; 889; hole added to list - (-13.631193596973247,3.6576,23.122606403026733)
2018-07-26 21:21:03,828 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 810; Processing edge - 211
2018-07-26 21:21:03,844 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 813; Revalidating face
2018-07-26 21:21:03,858 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 832; extentToEntity - True
2018-07-26 21:21:03,876 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 210 added to adjacent edge list
2018-07-26 21:21:03,889 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 217 added to adjacent edge list
2018-07-26 21:21:03,899 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 855; centrePoint = (-13.631193596973247,3.6576,6.87479359697327)
2018-07-26 21:21:03,908 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 885; extentToEntity before setPositionByPlaneAndOffsets - True
2018-07-26 21:21:03,918 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 887; extentToEntity after setPositionByPlaneAndOffsets - True
2018-07-26 21:21:03,927 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; 889; hole added to list - (-13.631193596973247,3.6576,6.87479359697327)
2018-07-26 21:21:04,035 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 810; Processing edge - 297
2018-07-26 21:21:04,045 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 813; Revalidating face
2018-07-26 21:21:04,061 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 832; extentToEntity - True
2018-07-26 21:21:04,074 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 216 added to adjacent edge list
2018-07-26 21:21:04,085 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 217 added to adjacent edge list
2018-07-26 21:21:04,097 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 855; centrePoint = (-12.175206403026705,3.6576,6.87479359697327)
2018-07-26 21:21:04,106 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 885; extentToEntity before setPositionByPlaneAndOffsets - True
2018-07-26 21:21:04,116 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 887; extentToEntity after setPositionByPlaneAndOffsets - True
2018-07-26 21:21:04,125 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; 889; hole added to list - (-12.175206403026705,3.6576,6.87479359697327)
2018-07-26 21:21:04,410 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 796; Processing Face = 48
2018-07-26 21:21:04,420 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 810; Processing edge - 191
2018-07-26 21:21:04,430 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 832; extentToEntity - True
2018-07-26 21:21:04,439 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 159 added to adjacent edge list
2018-07-26 21:21:04,449 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 162 added to adjacent edge list
2018-07-26 21:21:04,459 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 855; centrePoint = (-53.80482137475108,3.49885,-9.000206403026729)
2018-07-26 21:21:04,469 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 885; extentToEntity before setPositionByPlaneAndOffsets - True
2018-07-26 21:21:04,478 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 887; extentToEntity after setPositionByPlaneAndOffsets - True
2018-07-26 21:21:04,488 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; 889; hole added to list - (-53.80482137475108,3.49885,-9.000206403026729)
2018-07-26 21:21:04,769 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 810; Processing edge - 167
2018-07-26 21:21:04,778 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 813; Revalidating face
2018-07-26 21:21:04,789 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 832; extentToEntity - True
2018-07-26 21:21:04,798 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 159 added to adjacent edge list
2018-07-26 21:21:04,808 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 160 added to adjacent edge list
2018-07-26 21:21:04,818 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 855; centrePoint = (-53.80482137475108,3.49885,-10.456193596973272)
2018-07-26 21:21:04,828 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 885; extentToEntity before setPositionByPlaneAndOffsets - True
2018-07-26 21:21:04,837 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 887; extentToEntity after setPositionByPlaneAndOffsets - True
2018-07-26 21:21:04,846 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; 889; hole added to list - (-53.80482137475108,3.49885,-10.456193596973272)
2018-07-26 21:21:04,958 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 796; Processing Face = 54
2018-07-26 21:21:04,967 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 810; Processing edge - 173
2018-07-26 21:21:04,977 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 832; extentToEntity - True
2018-07-26 21:21:04,987 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 174 added to adjacent edge list
2018-07-26 21:21:04,996 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 199 added to adjacent edge list
2018-07-26 21:21:05,006 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 855; centrePoint = (9.099410263639955,3.49885,-10.456193596973272)
2018-07-26 21:21:05,016 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 885; extentToEntity before setPositionByPlaneAndOffsets - True
2018-07-26 21:21:05,026 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 887; extentToEntity after setPositionByPlaneAndOffsets - True
2018-07-26 21:21:05,035 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; 889; hole added to list - (9.099410263639955,3.49885,-10.456193596973272)
2018-07-26 21:21:05,337 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 810; Processing edge - 175
2018-07-26 21:21:05,347 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 813; Revalidating face
2018-07-26 21:21:05,358 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 832; extentToEntity - True
2018-07-26 21:21:05,369 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 174 added to adjacent edge list
2018-07-26 21:21:05,379 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 201 added to adjacent edge list
2018-07-26 21:21:05,389 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 855; centrePoint = (34.52212640302673,3.49885,-10.456193596973272)
2018-07-26 21:21:05,399 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 885; extentToEntity before setPositionByPlaneAndOffsets - True
2018-07-26 21:21:05,408 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 887; extentToEntity after setPositionByPlaneAndOffsets - True
2018-07-26 21:21:05,418 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; 889; hole added to list - (34.52212640302673,3.49885,-10.456193596973272)
2018-07-26 21:21:05,530 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 810; Processing edge - 235
2018-07-26 21:21:05,541 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 832; extentToEntity - True
2018-07-26 21:21:05,551 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 199 added to adjacent edge list
2018-07-26 21:21:05,560 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 200 added to adjacent edge list
2018-07-26 21:21:05,571 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 855; centrePoint = (9.099410263639955,3.49885,-9.000206403026729)
2018-07-26 21:21:05,580 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 885; extentToEntity before setPositionByPlaneAndOffsets - True
2018-07-26 21:21:05,590 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 887; extentToEntity after setPositionByPlaneAndOffsets - True
2018-07-26 21:21:05,599 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; 889; hole added to list - (9.099410263639955,3.49885,-9.000206403026729)
2018-07-26 21:21:05,887 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 810; Processing edge - 231
2018-07-26 21:21:05,897 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 832; extentToEntity - True
2018-07-26 21:21:05,907 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 200 added to adjacent edge list
2018-07-26 21:21:05,917 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py.dbutils ; DEBUG ; 98; edge 20390 added to adjacent edge list
2018-07-26 21:21:05,927 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 855; centrePoint = (34.52212640302673,3.49885,-9.000206403026729)
2018-07-26 21:21:05,937 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 885; extentToEntity before setPositionByPlaneAndOffsets - True
2018-07-26 21:21:05,946 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 887; extentToEntity after setPositionByPlaneAndOffsets - True
2018-07-26 21:21:05,956 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; INFO ; 889; hole added to list - (34.52212640302673,3.49885,-9.000206403026729)
2018-07-26 21:21:06,245 ; __main__C%3A%2FUsers%2FDad%2FAppData%2FRoaming%2FAutodesk%2FAutodesk%20Fusion%20360%2FAPI%2FAddIns%2Fdogbone2%2FdogBone2_py ; DEBUG ; 796; Processing Face = 50
